,business_status,formatted_address,formatted_phone_number,rating,types,url,user_ratings_total,location,name
ChIJHY1y6GsWIpUR7DMpTK3yZM4,OPERATIONAL,"R. Alfredo Teixeira da Rosa, 263, Santa Rosa do Sul - SC, 88965-000, Brazil",,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14872278695605253100,5,"{'lat': -29.1383134, 'lng': -49.7161627}",RR Pneus
ChIJNTKzKumCIZURxeHsXN6_mFM,OPERATIONAL,"Av. Luiz Lazzarin - Vila Zuleima, Criciúma - SC, 88810-370, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6023775463370711493,3,"{'lat': -28.6743728, 'lng': -49.3932183}",Stock Car Pneus
ChIJFVn9XXFpIpURwrwIKUKPADg,OPERATIONAL,"Av. Castelo Branco, 175, Torres - RS, 95560-000, Brazil",(51) 3626-1698,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4035382780443016386,234,"{'lat': -29.3313921, 'lng': -49.7385563}",Geo-Balance
ChIJoXkRaLseIpURoX-E0B8ulrE,OPERATIONAL,"Av. Egídio Tomási - Centro, Jacinto Machado - SC, 88950-000, Brazil",,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12796466105397051297,21,"{'lat': -29.0014846, 'lng': -49.761325}",Mur Pneus
ChIJbz9o3OxxIpURWfSxih0d_lw,OPERATIONAL,"BR-101 - Nossa Sra. Aparecida, Três Cachoeiras - RS, 95580-000, Brazil",(51) 3667-3999,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6700825308292052057,12,"{'lat': -29.4416245, 'lng': -49.9049389}",Savar Pneus
ChIJL26FkKRwIpURwm-awv8VNtw,OPERATIONAL,"R. Francisco Hipólito Rolim, 1261 - Bela Vista, Três Cachoeiras - RS, 95580-000, Brazil",(51) 3667-1224,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15867894525312266178,10,"{'lat': -29.4526208, 'lng': -49.9180857}",Pneus Pedra Branca Ltda.
ChIJM0-53xcvIpURuTWLA0RrpQM,OPERATIONAL,"R. Alameda Antônio Alves da Silva, 400 - Cidade Alta, Araranguá - SC, 88900-000, Brazil",,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=262734093132445113,20,"{'lat': -28.9403173, 'lng': -49.4988606}",Vipal Maxi Truck Real Pneus
ChIJSeAWmOSBIZURZ2WgCX5am8Q,OPERATIONAL,"Rod. Luiz Rosso, 4106 - São Luís, Criciúma - SC, 88803-470, Brazil",(48) 3438-3459,2.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14167016550197912935,2,"{'lat': -28.7306073, 'lng': -49.3709766}",Rabelo Pneus Industriais
ChIJIfGNAtMvIpURHzdPmHzF1yA,OPERATIONAL,"R. Antônio Bertoncini, 185 - Cidade Alta, Araranguá - SC, 88901-022, Brazil",(48) 3522-2907,4.1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2366577268128429855,33,"{'lat': -28.93914539999999, 'lng': -49.4960185}",Autocenter Zauer
ChIJB5XPYDwgIpURXeKW9xXgNQ4,OPERATIONAL,"Centro, Estrada Mun., 996, Turvo - SC, 88930-000, Brazil",(48) 3525-1220,4.9,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1023970875249451613,23,"{'lat': -28.93104039999999, 'lng': -49.6780924}",Auto Box Mecanica e Auto Center
ChIJTeiyOfEvIpURutXqiyeF0LU,OPERATIONAL,"R. Pedro João Pereira, 751 - Mato Alto, Araranguá - SC, 88904-174, Brazil",(48) 3522-0255,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13101117720918414778,,"{'lat': -28.9525164, 'lng': -49.5019065}",Rodap Auto Center
ChIJQx2Uq5N8IpURQLYoHOuCgmw,OPERATIONAL,"R. Sete de Setembro, 55, Arroio do Sal - RS, 95585-000, Brazil",(51) 3687-1700,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7818955849369957952,2,"{'lat': -29.4956362, 'lng': -49.854405}",Caetano Baltazar Dias
ChIJJ94rJ2pCIZURwS7aLUZZMXU,OPERATIONAL,"Av. Patrício Lima, 2400 - Humaitá de Cima, Tubarão - SC, 88704-410, Brazil",(48) 3626-9329,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8444628934248246977,23,"{'lat': -28.4626568, 'lng': -49.02251649999999}",Longovel Auto Center
ChIJK_L46rYRIZUR7bQJCDJZ2b4,OPERATIONAL,"R. Antônio Lino Lessa, 133-63 - Rio Bonito, Braço do Norte - SC, 88750-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13752121008570610925,,"{'lat': -28.2769813, 'lng': -49.1426197}",Silva Recapagem
ChIJ8326Xw9DIZURXOyFnoeQF3s,OPERATIONAL,"R. Profa. Eugênia dos Reis Perito, 136 - Vila Moema, Tubarão - SC, 88705-101, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8869716903284042844,,"{'lat': -28.4714946, 'lng': -48.99073509999999}",Ed Pneus
ChIJvRyiCfoQIZUR_3yGFVS4WG8,OPERATIONAL,"R. Conrado Niehues, 21 - Trevo, Braço do Norte - SC, 88750-000, Brazil",(48) 3658-3582,4.1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8023365407438437631,28,"{'lat': -28.2839773, 'lng': -49.1568602}",Braço Forte Pneus Auto Center
ChIJ9Wp_EyFSIZURJGgdJdeL3Xo,OPERATIONAL,"Av. Calistrato Müller Salles, 611 - Progresso, Laguna - SC, 88790-000, Brazil",(48) 3644-0812,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8853386198637176868,136,"{'lat': -28.4698433, 'lng': -48.7848601}",NEI PNEUS
ChIJ19SLNZoRIZURS4wJ316_tzY,OPERATIONAL,"Rua Jacob Buss - Parque das Acácias, São Ludgero - SC, 88730-000, Brazil",(48) 3657-0907,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3942830412975934539,37,"{'lat': -28.3240692, 'lng': -49.1712862}",Vieira Pneus e Suspensões
ChIJ454mrx1DIZURh4agOY5UFOg,OPERATIONAL,"SC-370, km 174 - São Martinho, Tubarão - SC, 88708-800, Brazil",(48) 3632-9761,4.4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16723084286162404999,9,"{'lat': -28.4427629, 'lng': -49.0244}",Preto Pneus Auto Center
ChIJAS_7ASRSIZUR-Q_nS9SxVjo,OPERATIONAL,"R. Manoel Americo Barros, 35 - Portinho, Laguna - SC, 88790-000, Brazil",(48) 3644-0857,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4203742827561553913,3,"{'lat': -28.4567753, 'lng': -48.794527}",Brandl Pneus FILIAL
ChIJB0ZG0kl0IZUR3omEqGTZvUM,OPERATIONAL,"Av. Ivo Silveira - Morro da Glória, Urussanga - SC, 88840-000, Brazil",(48) 98436-4986,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4881296597486701022,74,"{'lat': -28.5254088, 'lng': -49.3173306}",Faquin Auto Center Pneus
ChIJLbAlQhenIZURxF6IAY7Ck_M,OPERATIONAL,"R. Pres. Getúlio Vargas - Bela Vista, Lauro Muller - SC, 88880-000, Brazil",(48) 3464-3281,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17551586087959813828,34,"{'lat': -28.3949125, 'lng': -49.3948584}",Baesso Auto Center
ChIJcanLLoFCIZURveydq-ZrWcQ,OPERATIONAL,"R. Prudente de Morais, 1074 - Santo Antônio de Pádua, Tubarão - SC, 88701-401, Brazil",(48) 99971-0460,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14148458342827027645,22,"{'lat': -28.493184, 'lng': -49.003009}",JK Mecânica E Pneus
ChIJcWxDUrNDIZURazz3ODknq2Y,OPERATIONAL,"R. José Alberto Nunes, S/N - São João ME, Tubarão - SC, 88701-180, Brazil",(48) 3628-0431,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7398049939608517739,,"{'lat': -28.4741243, 'lng': -49.026554}",DREBOR Recapagem
ChIJE7s4MsbLJpURMGIT_unYpdI,OPERATIONAL,"Estr. Geral Morro do Maquiné - Mirim, Imbituba - SC, 88780-000, Brazil",(48) 3255-7681,4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15178776618623787568,1,"{'lat': -28.2299914, 'lng': -48.6969296}",AGC TYRE
ChIJFdwIhpTRJpURk8CcI0zL6rI,OPERATIONAL,"SC-434, Km 13 nº 1661, sala 01 - Centro, Garopaba - SC, 88495-000, Brazil",(48) 3354-1616,4.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=12892340411176894611,78,"{'lat': -28.0395388, 'lng': -48.6232385}",Cliniccar Autocenter
ChIJl8JdWoeCIZURYxpyWEvElbU,OPERATIONAL,"R. Dom Pedro Primeiro, 61 - Centro, Criciúma - SC, 88802-190, Brazil",(48) 3437-0129,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13084580120280308323,1,"{'lat': -28.6805213, 'lng': -49.371111}",Barbosa Pneus
ChIJBdPkk3aCIZUR9d_Pey0-k4I,OPERATIONAL,"Rod. Luiz Rosso, 145 - São Luís, Criciúma - SC, 88803-470, Brazil",(48) 3045-5956,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9408932411578769397,4,"{'lat': -28.6937013, 'lng': -49.3687651}",Mattiole Rodas E Pneus
ChIJb4fH2IVH35QRrUnKnLRXRt4,OPERATIONAL,"Av. Otto Renaux, 445 - São Luiz, Brusque - SC, 88351-301, Brazil",0800 006 2800,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16016585558025980333,234,"{'lat': -27.0865487, 'lng': -48.911887}",Fredy Pneus - Loja Brusque
ChIJT4xYEJlH35QReUuy5zvTo0c,OPERATIONAL,"R. Pref. Germano Schaeffer, 38/40 - Centro 1, Brusque - SC, 88350-000, Brazil",(47) 3211-7500,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5162201852140473209,129,"{'lat': -27.0977026, 'lng': -48.91368569999999}",DPaschoal
ChIJwXcwz4VH35QRhka0QXGptCo,OPERATIONAL,"Av. Otto Renaux, 401 - São Luiz, Brusque - SC, 88350-210, Brazil",(47) 3351-2003,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3077270749299623558,138,"{'lat': -27.0872155, 'lng': -48.9120469}",Rubens Comércio - Revenda Michelin
ChIJYZDY3phH35QRRNLes9jQ_R0,OPERATIONAL,"R. Adriano Schaeffer, 201 - Centro 1, Brusque - SC, 88350-330, Brazil",(47) 3350-5050,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2161113025356943940,91,"{'lat': -27.0994364, 'lng': -48.913806}",Zucco Pneus
ChIJA1dvWmhG35QRzGReoT5DNC8,OPERATIONAL,"Rua Augusto, R. Bento Inácio de Melo, nº53 - Águas Claras, SC, 88353-635, Brazil",(47) 3350-6442,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3401417554845918412,9,"{'lat': -27.1419971, 'lng': -48.90619239999999}",Cesari Pneus LTDA ME
ChIJ28Frw-xH35QR9DWAtaSFI6M,OPERATIONAL,"Rod. Antônio Heil, Km 29, 310 - Centro 2, Brusque - SC, 88352-501, Brazil",(47) 3351-4298,4.1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=11755386394833335796,8,"{'lat': -27.097457, 'lng': -48.9049315}",Recauchutagem Brusquense Serv de Pneus Ltda
ChIJw1z_vIdH35QRh_IL98uSs9M,OPERATIONAL,"Av. Otto Renaux, 588 - São Luiz, Brusque - SC, 88351-301, Brazil",(47) 3396-7402,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15254697767554773639,30,"{'lat': -27.0827641, 'lng': -48.912146}",JK Pneus Brusque SC
ChIJP5ye21Q_35QRsuPm_KFaAI8,OPERATIONAL,"R. dos Imigrantes, Guabiruba - SC, 88360-000, Brazil",(47) 3355-7892,3.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10304335599202919346,4,"{'lat': -27.095956, 'lng': -48.9614824}",Solak Pneus Alinhamento E Balanceamento
ChIJrwjERjhH35QRGlwEM06xYbs,OPERATIONAL,"Av. Dom Joaquim, 700 - Jardim Maluche, Brusque - SC, 88354-026, Brazil",(47) 3255-9990,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13502268107254946842,36,"{'lat': -27.1076884, 'lng': -48.925715}",ViaBR Autocenter Brusque
ChIJt0nd6ASy35QRjzKmpLIKa_U,OPERATIONAL,"R. Marquês do Herval, 1334 - Ponto Chic, Ibirama - SC, 89140-000, Brazil",3357-2525,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17684240124183196303,147,"{'lat': -27.0593709, 'lng': -49.5366662}",Pneurama
ChIJgblR3Gc535QRoAsVHjM7Fh0,OPERATIONAL,"R. São Pedro, 399 - São Pedro, Brusque - SC, 88355-050, Brazil",,2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2095927767321611168,1,"{'lat': -27.0781115, 'lng': -48.9176248}",Cm pneus
ChIJkxflRN5H35QR8x6qrKvH3s0,OPERATIONAL,"Rod. Antônio Heil, Km 27 - Santa Terezinha, Brusque - SC, 88352-288, Brazil",(47) 3350-1061,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14834513762755157747,,"{'lat': -27.082303, 'lng': -48.8959359}",Recap Pneus - Filial Brusque-SC
ChIJy8z0u5tH35QRNYawvwLMmgI,OPERATIONAL,"R. São José, 30 - Centro 1, Brusque - SC, 88350-285, Brazil",(47) 3351-1686,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=187686646667314741,29,"{'lat': -27.0923224, 'lng': -48.90777689999999}",Dinho Sports Wheels
ChIJ61e1D7s335QRSgqWyBAjDec,OPERATIONAL,"Rod. Antônio Heil, 310 - KM 29 - Centro 2, Brusque - SC, 88353-100, Brazil",(47) 3351-4298,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16649001952450316874,,"{'lat': -27.0974521, 'lng': -48.90493379999999}",Recauchutagem Brusquense
ChIJWYL3qIVH35QROVTnbiOoqpM,OPERATIONAL,"R. Paulo Bauer, 99 - São Luiz, Brusque - SC, 88351-490, Brazil",(47) 3355-5431,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10640501939754193977,72,"{'lat': -27.0798276, 'lng': -48.9170539}",Auto Center Dois Amigos
ChIJ09kKE6BH35QRICRNM9mVNok,OPERATIONAL,"R. Gustavo Richard, 45 - Centro 1, Brusque - SC, 88354-010, Brazil",(47) 3351-9067,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=9887254792039638048,52,"{'lat': -27.1044444, 'lng': -48.9194444}",Milani Pneus
ChIJZUELFVc_35QRBUemnX1vH2Y,OPERATIONAL,"Rua Guabiruba Sul, 735-801, Guabiruba - SC, 88360-000, Brazil",3355-0436,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7358722901453195013,47,"{'lat': -27.0979499, 'lng': -48.9695358}",Sul Auto center Guabiruba Sul
ChIJiwNPB6S535QRxA7r-KMLqEI,OPERATIONAL,"Alameda Aristiliano Ramos, 1005 - Jardim América, Rio do Sul - SC, 89160-113, Brazil",(47) 3521-1888,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4803101801474363076,27,"{'lat': -27.2121108, 'lng': -49.6362256}",Bento Acessórios
ChIJ_-C4Zww435QRuG8F7JrFRUw,OPERATIONAL,"Rod. Ivo Silveira - Bateas, Brusque - SC, 88355-200, Brazil",(47) 3252-0665,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=5496016189450973112,21,"{'lat': -27.0700941, 'lng': -48.8972401}",JP Pneus Auto Center
ChIJJ-S8O6m535QRypzD0F8fo78,OPERATIONAL,"Rodovia Barão 470 6878 - km 142, Rio do Sul - SC, 89160-000, Brazil",(47) 3525-0001,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13808915378832907466,55,"{'lat': -27.2039659, 'lng': -49.6386524}",Unidas Veículos-Car Center Pirelli
ChIJVVWFnPNH35QRfcJtGH0eqzw,OPERATIONAL,"R. Emílio Niebuhr, 60 Bairro - Santa Rita, Brusque - SC, 88352-198, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4371621385922790013,,"{'lat': -27.08174, 'lng': -48.89734319999999}",Sun.f Brasil
ChIJQb-hLaK535QRTBwfjyevSLY,OPERATIONAL,"R. Angelo Tomio, 34 - Jardim América, Rio do Sul - SC, 89160-232, Brazil",(47) 3521-1091,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13134940897665817676,143,"{'lat': -27.210511, 'lng': -49.632547}",Poffo Auto Center
ChIJNeRkDos335QR6j0eflXx75c,OPERATIONAL,"Rua Augusto Benassi, 135 - Limoeiro, Brusque - SC, 88356-453, Brazil",(47) 3252-1316,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10948234568651390442,19,"{'lat': -27.0474701, 'lng': -48.87658219999999}",Salvador Pneus
ChIJNxvXbEOp2JQRvLi71MBVQYY,OPERATIONAL,"R. Cel. Conceição, 1373 - Centro, Tijucas - SC, 88200-000, Brazil",(48) 3263-6322,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9674107761259690172,43,"{'lat': -27.2273793, 'lng': -48.6277574}",GP Pneus e Motos
ChIJ5SLrLcRJJ5URZ8z69l51-KI,OPERATIONAL,"R. Francisco Pedro Machado, 333 - Barreiros, São José - SC, 88117-402, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=11743265079099575399,,"{'lat': -27.5797078, 'lng': -48.6115629}",TWW Pneus
ChIJQ9ly9-C12JQRA_FOiDU6RhA,OPERATIONAL,"Rua Blumenau 285, Esquina 5ª Avenida - Municípios, Balneário Camboriú - SC, 88337-440, Brazil",(47) 3366-0066,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1172688754571145475,47,"{'lat': -27.004273, 'lng': -48.63900899999999}",Multi Pneus BC
ChIJQWEJDstJJ5URlHA-FGe__dQ,OPERATIONAL,"Av. Leoberto Leal, 58 - Barreiros, São José - SC, 88117-001, Brazil",,3.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15347633554590691476,2,"{'lat': -27.5730286, 'lng': -48.6008094}",Maizumm Auto Center
ChIJE_GFLVy22JQRF5uQzPmFs6Y,OPERATIONAL,"BR-101, 131 - Monte Alegre, Camboriú - SC, 88348-410, Brazil",(47) 3267-8900,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12012091939052624663,30,"{'lat': -26.992739, 'lng': -48.6617658}",GF Pneus/ Trade Park
ChIJvwXvp9Gr2JQRjNmL2ZvqU0E,OPERATIONAL,"R. Ten. Carvalho, 334 - XV de Novembro, Tijucas - SC, 88200-000, Brazil",(48) 3263-0972,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4707363990622951820,80,"{'lat': -27.2509795, 'lng': -48.6459479}",Monte Carlo Pneus
ChIJTZkRBB7K2JQREPQmXDqv5JM,OPERATIONAL,"Av. Marginal Oeste, 1833 - Centro, Balneário Camboriú - SC, 88337-370, Brazil",(47) 3011-0800,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10656835283454456848,149,"{'lat': -27.0012056, 'lng': -48.64116629999999}",Pneus Ubiratã Auto Center
ChIJ22NMmiiu2JQRwugWJDE_UQ8,OPERATIONAL,"R. 246, 801 - s 1 - Andorinha, Itapema - SC, 88220-000, Brazil",(47) 3268-4141,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1103732863973910722,2,"{'lat': -27.1325093, 'lng': -48.6089394}",S A Pneus e Som Automotivo
ChIJZepHyUl0IZUREAkx0GXLosg,OPERATIONAL,"Av. Ivo Silveira - Morro da Glória, Urussanga - SC, 88840-000, Brazil",(48) 3465-2862,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14457341391957723408,43,"{'lat': -28.5249807, 'lng': -49.3173782}",Camarão Pneus / Auto Center /Mecânica / Escapamentos
ChIJ1_KQhqsuIJURyXtmOqgoCwU,OPERATIONAL,"R. Marcos Batista, 675 - Centro, São Joaquim - SC, 88600-000, Brazil",(49) 3233-2702,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=363428897932868553,19,"{'lat': -28.2914077, 'lng': -49.9353348}",Edinho Pneus
ChIJ1_KQhqsuIJURPb_raaX10yk,OPERATIONAL,"R. Egídio Martorano, 451, São Joaquim - SC, 88600-000, Brazil",(49) 3233-2002,4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3014022666436460349,4,"{'lat': -28.2876442, 'lng': -49.9339494}",Vitocar Pneus
ChIJwXc__K2BIpURpqXcKPHk7DE,OPERATIONAL,"Av. Paraguassu, n°4115 - sala 02/03, Capão da Canoa - RS, 95555-000, Brazil",(51) 99851-3454,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3597501926785983910,18,"{'lat': -29.6861764, 'lng': -49.9778539}",ATACADÃO PR PNEUS
ChIJR2J2w4N4GJURBeDUfIU5eR8,OPERATIONAL,"Av. Ararigbóia , 673 Fone : (51) 3665-3593 - Centro, Capão da Canoa - RS, 95555-000, Brazil",(51) 3665-3593,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2267907132845514757,59,"{'lat': -29.76355, 'lng': -50.022554}",Esquina Car Centro Automotivo
ChIJ7xO7K0g8IpURXr4GISqQUAI,OPERATIONAL,"Av. Getúlio Vargas, 1102 - Nova Brasília, Sombrio - SC, 88960-000, Brazil",(48) 99919-6496,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=166791696829824606,2,"{'lat': -29.1082096, 'lng': -49.642453}",Basso rodas
ChIJCYmfXxY8IpUR3aod0GabpwY,OPERATIONAL,"Av. Papa João XXIII, 307 - Parque das Avenidas, Sombrio - SC, 88960-000, Brazil",(48) 3533-3453,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=479522751218821853,60,"{'lat': -29.1051603, 'lng': -49.6330774}",NIKITA PNEUS
ChIJHWPNDxKCIpURXZRyRgFWjDE,OPERATIONAL,"Av. Paraguassu, 343 - Araça, Capão da Canoa - RS, 95555-000, Brazil",(51) 99205-0038,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3570323168074830941,97,"{'lat': -29.7401991, 'lng': -50.0078052}",Estrela Auto Center
ChIJER4KCL89IZURM_0MVb0V3z4,OPERATIONAL,"R. Emíliano Sá - Centro, Armazém - SC, 88740-000, Brazil",(48) 3645-0666,4.3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4530363653077925171,10,"{'lat': -28.2611947, 'lng': -49.0183799}",Auto Center Peron Pneus
ChIJDSrSDQuCIZUR6SidyJm5_sc,OPERATIONAL,"Rod. Luiz Rosso, 1020-1050 - São Luís, Criciúma - SC, 88803-365, Brazil",(48) 99906-4155,3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14411159927779043561,3,"{'lat': -28.7014534, 'lng': -49.36883599999999}",Colina Auto Center
ChIJfRkMgipxIpURo7cihryFpB8,OPERATIONAL,"Av. Inácio José Schaefer, 820 - Centro, Três Cachoeiras - RS, 95580-000, Brazil",(51) 3667-1599,5,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2280094356107081635,5,"{'lat': -29.4534407, 'lng': -49.922984}",Catarina Pneus
ChIJPeh8IbDLIJURE8JANnca83E,OPERATIONAL,"Av. Rio Grande - Barra do Aririu, Palhoça - SC, 88140-600, Brazil",(48) 99618-0187,4.9,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8210935644940190227,14,"{'lat': -27.6606035, 'lng': -48.6673333}",ITAMAR PNEUS
ChIJidHSyxA0J5URQUq56mliO28,OPERATIONAL,"R. Alcino Navegantes Moreira, 3402 - Barra do Aririu, Palhoça - SC, 88134-100, Brazil",98494-6766,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8015108168885029441,1,"{'lat': -27.6707514, 'lng': -48.6503246}",Borracha Pneus
ChIJH8gUNZOCIZURQ7IPZk_vPyw,OPERATIONAL,"Av. Luiz Lazzarin - Maria Céu, Criciúma - SC, 88809-385, Brazil",(48) 3433-8759,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3188530185495360067,15,"{'lat': -28.6763208, 'lng': -49.39665189999999}",ANGEL AUTO CENTER
ChIJAydjiBY4J5URgkdh_3M1CZQ,OPERATIONAL,"R. Altamiro Guimarães, 275 - Centro, Florianópolis - SC, 88015-510, Brazil",(48) 3028-1093,4.8,"['shoe_store', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']",https://maps.google.com/?cid=10667115964725806978,200,"{'lat': -27.58606, 'lng': -48.54424969999999}",Santa Apolônia
ChIJd1wsv2mR35QR5uXNgbjB4D0,OPERATIONAL,"R. Carlos Thiesen, 611 - Centro, Ituporanga - SC, 88400-000, Brazil",,4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4458776629292688870,4,"{'lat': -27.4197672, 'lng': -49.59580700000001}",CS Distribuidora
ChIJdxIvepVDIJURaGClGJAVUAg,OPERATIONAL,"Av. Adolfo Konder, 1720, Urubici - SC, 88650-000, Brazil",(49) 99933-5150,4.5,"['car_repair', 'electronics_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=599002459073241192,4,"{'lat': -27.9987417, 'lng': -49.58665999999999}",AUTO CENTER QUATRO RODAS
ChIJlddiuji535QRobf8K26bRRk,OPERATIONAL,"Estr. Blumenau - Santana, Rio do Sul - SC, 89160-332, Brazil",(47) 98820-8000,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=1821032521827923873,1,"{'lat': -27.207766, 'lng': -49.6246368}",Box34 reforma de rodas
ChIJBwBw9g6535QRSGRdwVhmDdg,OPERATIONAL,"R. Guanabara, 218 - Boa Vista, Rio do Sul - SC, 89167-150, Brazil",(47) 3522-3274,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15568212018276951112,,"{'lat': -27.2226565, 'lng': -49.6365177}",2 e 4 Rodas
