,business_status,formatted_address,formatted_phone_number,rating,types,url,user_ratings_total,location,name
ChIJebQ2VCFJJ5URbHMelK-8cMs,OPERATIONAL,"R. Otto Júlio Malina, 1805 - loja4 - Ipiranga, São José - SC, 88111-500, Brazil",(48) 98438-4164,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14659424249381286764,2,"{'lat': -27.5692126, 'lng': -48.6314153}",RPpneus Borracharia
ChIJgbg1g_w0J5URbva9VzrHCco,OPERATIONAL,"BR-282 - Bela Vista, Palhoça - SC, 88130-001, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14558386323845936750,,"{'lat': -27.6642493, 'lng': -48.6871374}",Borracharia Zé Luiz
ChIJNfF7HMk0J5UR9iYXTALK8nc,OPERATIONAL,"Av. São Cristóvão, 4933 - Alto Aririu, Palhoça - SC, 88135-400, Brazil",(48) 3342-0563,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8643192746092734198,109,"{'lat': -27.6848087, 'lng': -48.7119811}",Borracharia Alto Aririu Com. De Pneus
ChIJh3ZEhvI0J5URZ98Zcos-UVo,OPERATIONAL,"Av. Bom Jesus de Nazaré - Aririu, Palhoça - SC, 88135-101, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6508051705162751847,,"{'lat': -27.6772531, 'lng': -48.6885105}",Borracharia Primo
ChIJsYeptZFLJ5URqGZlJbozegs,OPERATIONAL,"Av. Ceniro Luiz Ribeiro Martins - Ceniro Martins, São José - SC, 88107-491, Brazil",(48) 3247-6759,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=827030356160243368,34,"{'lat': -27.5764893, 'lng': -48.65261750000001}",Borracharia Sangaletti
ChIJP4GZz_w1J5URU5dbUKMR3Wc,OPERATIONAL,"Fazenda Santo Antônio, São José - State of Santa Catarina, 88106-115, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7484157548885153619,1,"{'lat': -27.6138381, 'lng': -48.6421469}",Borracharia São José
ChIJy2JY1TVMJ5URsqdM_tDIu6s,OPERATIONAL,"Universitarios, Biguaçu - State of Santa Catarina, 88160-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12374705201075759026,,"{'lat': -27.4987466, 'lng': -48.6564822}",Borracharia
ChIJgXiuGHsvJ5URL3DroXsBp9Y,OPERATIONAL,"BR-101, 788 - Enseada do Brito, Palhoça - SC, 88130-000, Brazil",(48) 98827-4764,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15467333075736424495,4,"{'lat': -27.7767876, 'lng': -48.6354672}",Borracharia JJR
ChIJ6fK2WZZJJ5URLTxQFyOl5y4,OPERATIONAL,"R. Álvaro Medeiros Santiago, 1200 - Areias, São José - SC, 88113-600, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3379851615498419245,2,"{'lat': -27.5510284, 'lng': -48.6270233}",Borracharia 1200
ChIJd55xTIM1J5URyIu50jofEj4,OPERATIONAL,"Centro, Palhoça - State of Santa Catarina, 88131-330, Brazil",(48) 99959-9196,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4472671717436263368,1,"{'lat': -27.6554933, 'lng': -48.6735937}",Nenem Borracharia
ChIJXV6IqQdLJ5UR0SKOlpwV1Fs,OPERATIONAL,"Rua: José Antônio Pereira, 23, R. José Antônio Pereira, 2816 - Ipiranga, São José - SC, 88111-490, Brazil",(48) 98453-8645,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6616937514799080145,3,"{'lat': -27.5693673, 'lng': -48.6396012}",Borracharia Ipiranga
ChIJxWjQc4IuJ5URl-bZvC53SHc,OPERATIONAL,"Palhoça - State of Santa Catarina, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8595250931457189527,,"{'lat': -27.8028649, 'lng': -48.6385224}",Borracharia
ChIJPdWPNBY0J5URL4vV_-imuiE,OPERATIONAL,"R. Dileta Rotta - Rio Grande, Palhoça - SC, 88131-601, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2430438468574612271,,"{'lat': -27.6670411, 'lng': -48.6515379}",Borracharia Do Baixinho E Família
ChIJQxnqTgfVJpUR7DGXvTuE11Y,OPERATIONAL,"Paulo Lopes - State of Santa Catarina, 88490-000, Brazil",(48) 99184-2919,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6257615599373332972,5,"{'lat': -27.9608428, 'lng': -48.6798589}",Borracharia Paulo Lopes
ChIJA3t0h6pLJ5URo3gr8bL6qkk,OPERATIONAL,"R. Nossa Sra. dos Navegantes - Serraria, São José - SC, 88115-530, Brazil",(48) 98412-0385,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5308330757266831523,1,"{'lat': -27.5480984, 'lng': -48.6459747}",Pit stop pneus e borracharia
ChIJaztmocNJJ5UR-1GgyYyf7fs,OPERATIONAL,"Rodovia, Governador Mário Covas, 470, BR-101, KM 198 - Mar das Pedras, Biguaçu - SC, 88160-000, Brazil",(48) 3243-7947,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=18153341100027302395,5,"{'lat': -27.5256303, 'lng': -48.6353756}",Fraga Pneus e Borracharia - Recapagem de Pneus
ChIJy85ttfTLJpURukfe_qC-V_I,OPERATIONAL,"Borracharia Do Ticha Borracharia Do Ticha - Nova Brasília, Imbituba - SC, 88780-000, Brazil",(48) 99690-1435,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17462635678832412602,,"{'lat': -28.2147629, 'lng': -48.7017002}",Borracharia do Ticha
ChIJZWHJZ_UxJ5URRyNaOqNhBS8,OPERATIONAL,"Praia de Fora, Palhoça - State of Santa Catarina, 88138-370, Brazil",,2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3388221648352715591,1,"{'lat': -27.7399113, 'lng': -48.638326}",Borracharia Proteção Divina
ChIJBQB_iqjVJpUR6vcNVTGUsco,OPERATIONAL,"Paulo Lopes - State of Santa Catarina, 88490-000, Brazil",(48) 99676-1164,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14605618006140516330,,"{'lat': -27.9560239, 'lng': -48.67574579999999}",Borracharia
ChIJnZPNFQdMJ5URDfrDp2viu4I,OPERATIONAL,"R. Domingos da Silva, 726 - Jardim Janaina, Biguaçu - SC, 88160-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9420371997579541005,,"{'lat': -27.5270795, 'lng': -48.6452962}",Borracharia Frizon
ChIJ7wGgKuFJJ5UR-NNL0UErUwI,OPERATIONAL,"R. João Grumiche, 1422 - Roçado, São José - SC, 88108-100, Brazil",(48) 98469-8173,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=167525172827116536,16,"{'lat': -27.5924471, 'lng': -48.6213486}",Borracharia Fonseca
ChIJf0HA5QtpIpUR6qVwQ3FoDTE,OPERATIONAL,"R. Joaquim Pôrto, 1468, Torres - RS, 95560-000, Brazil",(51) 98063-0659,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3534596118227756522,39,"{'lat': -29.3337953, 'lng': -49.737233}",Borracharia Joaquim
ChIJ8-MXiv19IZURXZ4HulCkxZY,OPERATIONAL,"Barracão, Içara - State of Santa Catarina, 88820-000, Brazil",,4.3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10864270342726590045,3,"{'lat': -28.7592929, 'lng': -49.2840649}",Borracharia
ChIJBa81GomCIZURwghVoWy7Llc,OPERATIONAL,"R. Henrique Lage, 900 - Centro, Criciúma - SC, 88801-010, Brazil",(48) 3437-0879,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6282164605465987266,160,"{'lat': -28.6806646, 'lng': -49.37915779999999}",Borracharia Povão
ChIJpVztjt8uIpURC6GVJmRcbq4,OPERATIONAL,"R. Rui Barbosa, 105 - Centro, Araranguá - SC, 88900-000, Brazil",(48) 3524-1560,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12569085195251458315,13,"{'lat': -28.9349693, 'lng': -49.4876}",Borracharia do Valmor
ChIJJeUUiCEvIpUR4vx8R2JcDSA,OPERATIONAL,"Rod. Br 101 , km 414 - Sala Comercial - Operária, Araranguá - SC, 88900-000, Brazil",(48) 99924-8106,4.1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2309603761086856418,29,"{'lat': -28.949236, 'lng': -49.531882}",Borracharia Paraná / atendimento e socorro 24 horas / Carros e caminhão / borracharia mais próxima
ChIJyfnJmF2CIZURKvdGWZwS7Xk,OPERATIONAL,"Av. Santos Dumont, 1796 - São Luís, Criciúma - SC, 88803-200, Brazil",(48) 3439-4921,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8785698910791726890,20,"{'lat': -28.69248, 'lng': -49.3771663}",Borracharia Santos Dumont
ChIJiXjbLkV7IZURQ6EbA-A_s7I,OPERATIONAL,"R. Vanteiro Margotti, 44-152 - Centro, Morro da Fumaça - SC, 88830-000, Brazil",(48) 99901-0355,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12876705990939746627,9,"{'lat': -28.653106, 'lng': -49.215243}",Borracharia Garcia
ChIJLw9_ZH6DIZURa1906Wl_w60,OPERATIONAL,"Av. Luiz Lazzarin, 2013 - Santo Antônio, Criciúma - SC, 88810-350, Brazil",(48) 3438-9105,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12520991481885122411,1,"{'lat': -28.6751599, 'lng': -49.4061321}",Borracharia Móvel Lessa
ChIJ1xCaDHFpIpURiucFar0a2i0,OPERATIONAL,"Av. Castelo Branco, 290 - Igra, Torres - RS, 95560-000, Brazil",(51) 99208-6977,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3303982677459593098,68,"{'lat': -29.3314302, 'lng': -49.7393266}",Borracharia Bom Jesus
ChIJfTSeYApsIpUR6gatey1Gqy8,OPERATIONAL,"BR-453, 1561, Torres - RS, 95560-000, Brazil",(51) 3605-2187,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3434916301962544874,8,"{'lat': -29.3138674, 'lng': -49.7743988}",Borracharia Santana
ChIJK--m59I9IpURBQI5Yj7LV0A,OPERATIONAL,"Furnas, Sombrio - State of Santa Catarina, 88960-000, Brazil",,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4636397810197529093,4,"{'lat': -29.1233969, 'lng': -49.6516919}",Borracharia
ChIJ--j8uO55IZURcZaF_9ekg5A,OPERATIONAL,"Rua, SC-443, 2041 - Imigrantes, Criciúma - SC, 88813-747, Brazil",(48) 99967-1477,4.9,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10413348011022587505,18,"{'lat': -28.6788786, 'lng': -49.32001349999999}",GT Borracharia
ChIJT9Dxywl3IZURLpOid1B5RH4,OPERATIONAL,"Rodovia Maximiliano Gaidzinski, 258-354 - Centro, Cocal do Sul - SC, 88845-000, Brazil",(48) 3447-0468,3.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9098530533706732334,3,"{'lat': -28.6073056, 'lng': -49.32939349999999}",Borracharia Trevo
ChIJLQD5b0OFIZUR7EM_T9uS4NA,OPERATIONAL,"Rua Egídio Antônio da Silva, S/N (Rodovia Sc-443, Nova Veneza - SC, 88865-000, Brazil",(48) 99986-6683,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15051191425297236972,27,"{'lat': -28.7093062, 'lng': -49.5160714}",Juninho Lavação E Borracharia
ChIJT9xORD2DIZURj5BpSpOnIdU,OPERATIONAL,"Av. Luiz Lazzarin, 3102-3134 - Vila Zuleima, Criciúma - SC, Brazil",,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15357740455360565391,6,"{'lat': -28.6773023, 'lng': -49.4169271}",Borracharia Serafim
ChIJBbFQt3B6IZURl5IaYcmwlm4,OPERATIONAL,"R. João de Rochi, 585, Morro da Fumaça - SC, 88835-000, Brazil",(48) 3434-4426,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7968750969642717847,5,"{'lat': -28.6017935, 'lng': -49.2498753}",Borracharia Sperling Cândido
ChIJ55VLnOF4IZUR2OjPtIeq9tQ,OPERATIONAL,"SC-443 - Vila Rica, Criciúma - SC, 88813-600, Brazil",,3.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15345640280142375128,5,"{'lat': -28.680307, 'lng': -49.3270069}",BORRACHARIA CHAPELÃO
ChIJP8GdcBl5IZURBjcxCR3Qkqo,OPERATIONAL,"Rod. Otávio Dassoler - Imigrantes, Criciúma - SC, 88813-765, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12291115156174354182,1,"{'lat': -28.6767165, 'lng': -49.3175255}",Borracharia
ChIJD4pr18SCIZURiw0Xmsj0zbk,OPERATIONAL,"Mina do Mato, Criciúma - State of Santa Catarina, 88810-406, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13388626409658191243,,"{'lat': -28.6632201, 'lng': -49.3952142}",Borracharia Colina
ChIJXTNni3VsIpURWLSW9j-63lo,OPERATIONAL,"BR-453, Torres - RS, 95560-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6547875692126057560,,"{'lat': -29.3071459, 'lng': -49.77317499999999}",Borracharia
ChIJaUcIAX6DIZUR3mk8cJlyW40,OPERATIONAL,"Av. Santos Dumont - São Luís, Criciúma - SC, 88804-342, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10185860985567078878,2,"{'lat': -28.6922476, 'lng': -49.3825364}",Serrano Borracharia e Auto Center - Criciúma
ChIJEfqtGFF7IZUR3c43QDhMIOI,OPERATIONAL,"R. XV de Novembro, 376 - Centro, Morro da Fumaça - SC, 88830-000, Brazil",(48) 3434-1493,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16294107256305733341,3,"{'lat': -28.6556643, 'lng': -49.2105112}",Borracharia Maccari
ChIJkaGCKkh0IZURos96DE0LSLQ,OPERATIONAL,"Av. Ivo Silveira - Morro da Glória, Urussanga - SC, 88840-000, Brazil",(48) 3465-4551,3.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12990645550699958178,6,"{'lat': -28.5257792, 'lng': -49.31697200000001}",Borracharia Tilita
ChIJ1b--5raDIZURak5qnBHEg6U,OPERATIONAL,"Av. Universitária, 1562 - Universitário, Criciúma - SC, 88807-261, Brazil",(48) 99802-5775,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=11926591818124906090,10,"{'lat': -28.7021317, 'lng': -49.4226491}",SOS Borracharia Plantão 24 Horas - Criciúma
ChIJNy66Z5R4IZUR2C9emOApvU0,OPERATIONAL,"R. Miguel Patrício de Souza, 01 - Jardim Maristela, Criciúma - SC, 88815-200, Brazil",(48) 3478-4796,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5601679556124487640,6,"{'lat': -28.6885253, 'lng': -49.3479966}",Borracharia e Escapamentos Pit Stop 2
ChIJlZDca-t4IZURgGzXSAMe2Zs,OPERATIONAL,"Av. Centenário, 6600 - Próspera, Criciúma - SC, 88815-001, Brazil",(48) 99907-1432,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=11230040145280855168,29,"{'lat': -28.6864497, 'lng': -49.3435217}","DL PNEUS, BORRACHARIA E SUSPENSÃO."
ChIJRaugyVCCIZURUVsm0PkfAiY,OPERATIONAL,"R. Imigrante Zaneti - Pinheirinho, Criciúma - SC, 88805-140, Brazil",,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2738786681194175313,13,"{'lat': -28.6958213, 'lng': -49.3975672}",Dico Borracharia - Criciúma
ChIJJU23R3mDIZURLoNflYFgqiQ,OPERATIONAL,"Av. Universitária, 3550 - Sao Sebastiao, Criciúma - SC, 88808-505, Brazil",(48) 99988-7287,3.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2642030241079329582,3,"{'lat': -28.7023474, 'lng': -49.4407823}","Serrano Borracharia, Pneus, Rodas, Geometria, Balanceamento e Suspensão"
ChIJj9LpeuV5IZURbZR_0FiSUpA,OPERATIONAL,"Av. Manoel Delfino de Freitas - Nossa Sra. da Salete, Criciúma - SC, 88813-400, Brazil",(48) 99655-1398,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10399535399704695917,2,"{'lat': -28.6816888, 'lng': -49.3355809}",Borracharia do Joce
ChIJ8bqJgmUWIpURyK3W6NgUHjY,OPERATIONAL,"Av. Parque Rosita, 2-72, Santa Rosa do Sul - SC, 88965-000, Brazil",(48) 99836-9583,3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3899577249201302984,2,"{'lat': -29.1444104, 'lng': -49.7222945}",Borracharia Weber 1313 24 HORAS
ChIJ7xnoUoNpIpUR7eDjOIjhef8,OPERATIONAL,"R. José Vicente Antônio, 317, Passo de Torres - SC, 88980-000, Brazil",(48) 3548-0175,1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=18408992927039873261,1,"{'lat': -29.323152, 'lng': -49.7274068}",Borracharia Peres
ChIJNXOoaVOCIZUR_aSXQKWunLA,OPERATIONAL,"1845, R. Imigrante Meller - Universitário, Criciúma - SC, 88805-300, Brazil",(48) 3478-6272,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12726238671818695933,19,"{'lat': -28.6986359, 'lng': -49.4042434}",Borracharia e Escapamentos Pit Stop 2 - B. Universitário - Criciúma
ChIJrbjUNIDWI5URGo5EG-r83Mg,OPERATIONAL,"Içara - State of Santa Catarina, 88820-000, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14473721384871955994,10,"{'lat': -28.8062776, 'lng': -49.2832234}",BG Borracharia
ChIJdVpRH1GCIZURLXq-mwMCu0M,OPERATIONAL,"Pinheirinho, Criciúma - State of Santa Catarina, 88804-000, Brazil",(48) 3437-0177,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4880496835707173421,4,"{'lat': -28.6969644, 'lng': -49.3986196}",Borracharia Dezinho
ChIJ654-T38vIpURnyXGZU25pt8,OPERATIONAL,"2-188, R. Antônio Bernardo - Polícia Rodoviária, Araranguá - SC, 88900-000, Brazil",99606-3257,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16115772058663003551,15,"{'lat': -28.9676628, 'lng': -49.5234466}",Borracharia Do Claudinho
ChIJwQgUW-dCIZURTGfYGsCF4rg,OPERATIONAL,"Av. Pedro Zapelini, 1168 - Recife, Tubarão - SC, 88705-701, Brazil",(48) 3626-6870,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13322357707845953356,,"{'lat': -28.4902378, 'lng': -49.0068354}",Borracharia Avenida
ChIJGz5XWIMvIpUR1COuM9-OnE4,OPERATIONAL,"R. André Pedro Pereira, 422 - Polícia Rodoviária, Araranguá - SC, 88900-000, Brazil",(48) 99606-3257,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5664559520621142996,11,"{'lat': -28.9699987, 'lng': -49.5201675}",Borracharia E Balanceamento Claudinho
ChIJQTx6ElqZIZURylSIILrKToU,OPERATIONAL,"Treviso - State of Santa Catarina, 88862-000, Brazil",(48) 99607-5577,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9605837955986379978,13,"{'lat': -28.549118, 'lng': -49.4476394}",Borracharia Volta Redonda
ChIJeeQ40UmBIZURC4ArmnYCBB4,OPERATIONAL,"Rod. Luiz Rosso - Jardim das Paineiras, Criciúma - SC, 88816-750, Brazil",(48) 3462-9264,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2162856429460619275,4,"{'lat': -28.7252276, 'lng': -49.3704216}",Borracharia Do Alemao
ChIJt1bSeFSCIZURQ0rcwXOpQRk,OPERATIONAL,"Av. dos Italianos, 275 - Santa Augusta, Criciúma - SC, 88805-400, Brazil",(48) 99824-8701,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1819922039073163843,17,"{'lat': -28.6986801, 'lng': -49.4042941}",Borracharia Stop Car - Criciúma
ChIJ2ziYsxtrIpURNC1mienEt_4,OPERATIONAL,"R. Pedro Inácio dos Santos, Passo de Torres - SC, 95560-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=18354355313683344692,,"{'lat': -29.3259289, 'lng': -49.7681647}",Borracharia ferraz
ChIJTdt9anSCIZURH8-CTI8RTiM,OPERATIONAL,"São Luís, Criciúma - State of Santa Catarina, 88803-470, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2543990146672545567,,"{'lat': -28.6961416, 'lng': -49.36914489999999}",Borracharia
ChIJfXnWsB-BIZURIHHmptI0dSU,OPERATIONAL,"Rod. Luiz Rosso, 4900 - Morro Estevão, Criciúma - SC, 88803-470, Brazil",(48) 99994-4088,4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2699121631026376992,4,"{'lat': -28.7367846, 'lng': -49.37223909999999}",Borracharia Morro Estevão
ChIJnQPoD-mDIZURNzPkQoZbbWI,OPERATIONAL,"R. Angela Mello, 82 - Jardim Uniao, Criciúma - SC, 88806-634, Brazil",(48) 99621-9075,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7092425620384396087,,"{'lat': -28.694408, 'lng': -49.4281555}",Borracharia do Cid
ChIJD22moh8lIpURaIqgfLj3NlU,OPERATIONAL,"R. Alameda Antônio Alves da Silva - Sanga da Areia, Araranguá - SC, 88902-410, Brazil",(48) 99905-4864,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6140367513703189096,1,"{'lat': -28.994657, 'lng': -49.552591}",Borracharia 101
ChIJqeHl9isqIpUR4mT7ikbxlDA,OPERATIONAL,"Maracajá - State of Santa Catarina, 88915-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3500688095655453922,,"{'lat': -28.8574112, 'lng': -49.4417346}",Borracharia
